item_number,reference,number,receipt,issue,physical_date,financial_date
SOIL-045,Sales order,SO-10140,0,5,2026-06-14 16:00:00,2026-06-14 16:00:00
HOSE-112,Sales order,SO-10141,0,17,2026-06-08 09:00:00,2026-06-08 09:00:00
FERT-018,Sales order,SO-10142,0,12,2026-08-23 08:00:00,2026-08-23 08:00:00
SEED-331,Sales order,SO-10142,0,3,2026-08-23 08:00:00,2026-08-23 08:00:00
SEED-331,Sales order,SO-10142,0,7,2026-08-23 08:00:00,2026-08-23 08:00:00
POT-210,Sales order,SO-10143,0,6,2026-07-19 16:00:00,2026-07-19 16:00:00
TOOL-007,Sales order,SO-10143,0,19,2026-07-19 16:00:00,2026-07-19 16:00:00
PLANT-102,Sales order,SO-10143,0,1,2026-07-19 16:00:00,2026-07-19 16:00:00
SEED-331,Sales order,SO-10144,0,21,2026-05-09 08:00:00,2026-05-09 08:00:00
SEED-331,Sales order,SO-10144,0,16,2026-05-09 08:00:00,2026-05-09 08:00:00
TRAY-088,Sales order,SO-10145,0,7,2026-05-30 14:00:00,2026-05-30 14:00:00
TOOL-007,Sales order,SO-10145,0,20,2026-05-30 14:00:00,2026-05-30 14:00:00
SOIL-045,Sales order,SO-10146,0,11,2026-05-17 13:00:00,2026-05-17 13:00:00
FERT-018,Sales order,SO-10146,0,15,2026-05-17 13:00:00,2026-05-17 13:00:00
SOIL-045,Sales order,SO-10146,0,9,2026-05-17 13:00:00,2026-05-17 13:00:00
POT-210,Sales order,SO-10147,0,11,2026-06-25 11:00:00,2026-06-25 11:00:00
SEED-331,Sales order,SO-10148,0,16,2026-08-26 17:00:00,2026-08-26 17:00:00
PLANT-102,Sales order,SO-10148,0,3,2026-08-26 17:00:00,2026-08-26 17:00:00
TRAY-088,Sales order,SO-10149,0,10,2026-06-18 16:00:00,2026-06-18 16:00:00
PLANT-102,Sales order,SO-10149,0,4,2026-06-18 16:00:00,2026-06-18 16:00:00
FERT-018,Sales order,SO-10150,0,12,2026-06-23 10:00:00,2026-06-23 10:00:00
SOIL-045,Sales order,SO-10151,0,13,2026-07-08 12:00:00,2026-07-08 12:00:00
POT-210,Sales order,SO-10152,0,23,2026-06-15 13:00:00,2026-06-15 13:00:00
HOSE-112,Sales order,SO-10153,0,20,2026-06-10 15:00:00,2026-06-10 15:00:00
TOOL-007,Sales order,SO-10154,0,22,2026-08-01 12:00:00,2026-08-01 12:00:00
SOIL-045,Sales order,SO-10154,0,14,2026-08-01 12:00:00,2026-08-01 12:00:00
PLANT-102,Sales order,SO-10155,0,19,2026-07-12 12:00:00,2026-07-12 12:00:00
TRAY-088,Sales order,SO-10155,0,6,2026-07-12 12:00:00,2026-07-12 12:00:00
HOSE-112,Sales order,SO-10155,0,5,2026-07-12 12:00:00,2026-07-12 12:00:00
POT-210,Sales order,SO-10156,0,14,2026-08-12 11:00:00,2026-08-12 11:00:00
FERT-018,Sales order,SO-10156,0,14,2026-08-12 11:00:00,2026-08-12 11:00:00
TRAY-088,Sales order,SO-10157,0,17,2026-07-02 17:00:00,2026-07-02 17:00:00
HOSE-112,Sales order,SO-10157,0,11,2026-07-02 17:00:00,2026-07-02 17:00:00
POT-210,Sales order,SO-10157,0,15,2026-07-02 17:00:00,2026-07-02 17:00:00
SEED-331,Sales order,SO-10158,0,18,2026-08-23 16:00:00,2026-08-23 16:00:00
SEED-331,Sales order,SO-10159,0,10,2026-06-06 11:00:00,2026-06-06 11:00:00
SOIL-045,Sales order,SO-10159,0,19,2026-06-06 11:00:00,2026-06-06 11:00:00
HOSE-112,Sales order,SO-10159,0,13,2026-06-06 11:00:00,2026-06-06 11:00:00
TRAY-088,Sales order,SO-10160,0,21,2026-08-11 13:00:00,2026-08-11 13:00:00
SEED-331,Sales order,SO-10160,0,24,2026-08-11 13:00:00,2026-08-11 13:00:00
PLANT-102,Sales order,SO-10161,0,22,2026-06-29 11:00:00,2026-06-29 11:00:00
TRAY-088,Sales order,SO-10162,0,4,2026-08-22 16:00:00,2026-08-22 16:00:00
POT-210,Sales order,SO-10162,0,1,2026-08-22 16:00:00,2026-08-22 16:00:00
POT-210,Sales order,SO-10162,0,14,2026-08-22 16:00:00,2026-08-22 16:00:00
FERT-018,Sales order,SO-10163,0,18,2026-07-21 15:00:00,2026-07-21 15:00:00
POT-210,Sales order,SO-10164,0,24,2026-08-01 08:00:00,2026-08-01 08:00:00
SEED-331,Sales order,SO-10164,0,2,2026-08-01 08:00:00,2026-08-01 08:00:00
TRAY-088,Sales order,SO-10165,0,9,2026-04-30 12:00:00,2026-04-30 12:00:00
TOOL-007,Sales order,SO-10166,0,10,2026-05-23 09:00:00,2026-05-23 09:00:00
FERT-018,Sales order,SO-10166,0,6,2026-05-23 09:00:00,2026-05-23 09:00:00
HOSE-112,Sales order,SO-10166,0,14,2026-05-23 09:00:00,2026-05-23 09:00:00
FERT-018,Sales order,SO-10167,0,1,2026-07-03 13:00:00,2026-07-03 13:00:00
SEED-331,Sales order,SO-10167,0,13,2026-07-03 13:00:00,2026-07-03 13:00:00
FERT-018,Sales order,SO-10168,0,2,2026-05-29 15:00:00,2026-05-29 15:00:00
SOIL-045,Sales order,SO-10168,0,15,2026-05-29 15:00:00,2026-05-29 15:00:00
SEED-331,Sales order,SO-10168,0,6,2026-05-29 15:00:00,2026-05-29 15:00:00
POT-210,Sales order,SO-10169,0,16,2026-06-19 16:00:00,2026-06-19 16:00:00
TRAY-088,Sales order,SO-10170,0,17,2026-05-18 15:00:00,2026-05-18 15:00:00
TOOL-007,Sales order,SO-10170,0,3,2026-05-18 15:00:00,2026-05-18 15:00:00
SOIL-045,Sales order,SO-10170,0,2,2026-05-18 15:00:00,2026-05-18 15:00:00
FERT-018,Sales order,SO-10171,0,23,2026-08-13 16:00:00,2026-08-13 16:00:00
PLANT-102,Sales order,SO-10172,0,18,2026-07-12 15:00:00,2026-07-12 15:00:00
TRAY-088,Sales order,SO-10172,0,22,2026-07-12 15:00:00,2026-07-12 15:00:00
HOSE-112,Sales order,SO-10173,0,12,2026-08-10 12:00:00,2026-08-10 12:00:00
HOSE-112,Sales order,SO-10174,0,12,2026-07-27 09:00:00,2026-07-27 09:00:00
TOOL-007,Sales order,SO-10175,0,4,2026-08-21 14:00:00,2026-08-21 14:00:00
POT-210,Sales order,SO-10175,0,18,2026-08-21 14:00:00,2026-08-21 14:00:00
HOSE-112,Sales order,SO-10175,0,17,2026-08-21 14:00:00,2026-08-21 14:00:00
HOSE-112,Sales order,SO-10176,0,8,2026-05-15 11:00:00,2026-05-15 11:00:00
FERT-018,Sales order,SO-10176,0,15,2026-05-15 11:00:00,2026-05-15 11:00:00
TOOL-007,Sales order,SO-10176,0,5,2026-05-15 11:00:00,2026-05-15 11:00:00
PLANT-102,Sales order,SO-10177,0,15,2026-06-03 11:00:00,2026-06-03 11:00:00
POT-210,Sales order,SO-10178,0,17,2026-07-14 08:00:00,2026-07-14 08:00:00
FERT-018,Sales order,SO-10179,0,14,2026-06-05 11:00:00,2026-06-05 11:00:00
SEED-331,Sales order,SO-10179,0,9,2026-06-05 11:00:00,2026-06-05 11:00:00
PLANT-102,Sales order,SO-10179,0,18,2026-06-05 11:00:00,2026-06-05 11:00:00
TOOL-007,Sales order,SO-10180,0,23,2026-07-13 10:00:00,2026-07-13 10:00:00
HOSE-112,Sales order,SO-10180,0,14,2026-07-13 10:00:00,2026-07-13 10:00:00
POT-210,Sales order,SO-10180,0,10,2026-07-13 10:00:00,2026-07-13 10:00:00
PLANT-102,Sales order,SO-10181,0,18,2026-06-16 10:00:00,2026-06-16 10:00:00
HOSE-112,Sales order,SO-10181,0,14,2026-06-16 10:00:00,2026-06-16 10:00:00
TOOL-007,Sales order,SO-10182,0,3,2026-07-09 16:00:00,2026-07-09 16:00:00
FERT-018,Sales order,SO-10182,0,2,2026-07-09 16:00:00,2026-07-09 16:00:00
PLANT-102,Sales order,SO-10183,0,7,2026-06-02 14:00:00,2026-06-02 14:00:00
FERT-018,Sales order,SO-10183,0,24,2026-06-02 14:00:00,2026-06-02 14:00:00
HOSE-112,Sales order,SO-10184,0,15,2026-05-14 15:00:00,2026-05-14 15:00:00
TOOL-007,Sales order,SO-10184,0,10,2026-05-14 15:00:00,2026-05-14 15:00:00
TOOL-007,Sales order,SO-10185,0,11,2026-06-01 13:00:00,2026-06-01 13:00:00
POT-210,Sales order,SO-10186,0,7,2026-06-20 08:00:00,2026-06-20 08:00:00
TOOL-007,Sales order,SO-10186,0,8,2026-06-20 08:00:00,2026-06-20 08:00:00
TRAY-088,Sales order,SO-10187,0,15,2026-06-16 17:00:00,2026-06-16 17:00:00
POT-210,Sales order,SO-10187,0,24,2026-06-16 17:00:00,2026-06-16 17:00:00
TOOL-007,Sales order,SO-10187,0,6,2026-06-16 17:00:00,2026-06-16 17:00:00
PLANT-102,Sales order,SO-10188,0,1,2026-05-16 16:00:00,2026-05-16 16:00:00
HOSE-112,Sales order,SO-10188,0,5,2026-05-16 16:00:00,2026-05-16 16:00:00
FERT-018,Sales order,SO-10188,0,3,2026-05-16 16:00:00,2026-05-16 16:00:00
TRAY-088,Sales order,SO-10189,0,1,2026-07-28 10:00:00,2026-07-28 10:00:00
PLANT-102,Sales order,SO-10189,0,18,2026-07-28 10:00:00,2026-07-28 10:00:00
HOSE-112,Sales order,SO-10189,0,1,2026-07-28 10:00:00,2026-07-28 10:00:00
SOIL-045,Sales order,SO-10190,0,4,2026-05-01 16:00:00,2026-05-01 16:00:00
TOOL-007,Sales order,SO-10191,0,13,2026-07-05 10:00:00,2026-07-05 10:00:00
PLANT-102,Sales order,SO-10192,0,3,2026-06-26 17:00:00,2026-06-26 17:00:00
HOSE-112,Sales order,SO-10192,0,13,2026-06-26 17:00:00,2026-06-26 17:00:00
HOSE-112,Sales order,SO-10192,0,18,2026-06-26 17:00:00,2026-06-26 17:00:00
TOOL-007,Sales order,SO-10193,0,19,2026-06-28 08:00:00,2026-06-28 08:00:00
SOIL-045,Sales order,SO-10193,0,17,2026-06-28 08:00:00,2026-06-28 08:00:00
PLANT-102,Sales order,SO-10193,0,8,2026-06-28 08:00:00,2026-06-28 08:00:00
PLANT-102,Sales order,SO-10194,0,6,2026-05-26 17:00:00,2026-05-26 17:00:00
TOOL-007,Sales order,SO-10194,0,1,2026-05-26 17:00:00,2026-05-26 17:00:00
FERT-018,Sales order,SO-10194,0,19,2026-05-26 17:00:00,2026-05-26 17:00:00
TOOL-007,Sales order,SO-10195,0,13,2026-05-17 14:00:00,2026-05-17 14:00:00
POT-210,Sales order,SO-10195,0,23,2026-05-17 14:00:00,2026-05-17 14:00:00
SOIL-045,Sales order,SO-10195,0,17,2026-05-17 14:00:00,2026-05-17 14:00:00
HOSE-112,Sales order,SO-10196,0,11,2026-08-02 13:00:00,2026-08-02 13:00:00
PLANT-102,Sales order,SO-10196,0,21,2026-08-02 13:00:00,2026-08-02 13:00:00
SEED-331,Sales order,SO-10196,0,15,2026-08-02 13:00:00,2026-08-02 13:00:00
SEED-331,Sales order,SO-10197,0,8,2026-06-30 11:00:00,2026-06-30 11:00:00
HOSE-112,Sales order,SO-10198,0,11,2026-07-29 09:00:00,2026-07-29 09:00:00
TOOL-007,Sales order,SO-10198,0,4,2026-07-29 09:00:00,2026-07-29 09:00:00
SOIL-045,Sales order,SO-10198,0,1,2026-07-29 09:00:00,2026-07-29 09:00:00
HOSE-112,Sales order,SO-10199,0,4,2026-06-07 15:00:00,2026-06-07 15:00:00
PLANT-102,Sales order,SO-10199,0,3,2026-06-07 15:00:00,2026-06-07 15:00:00
SOIL-045,Sales order,SO-10200,0,24,2026-06-13 16:00:00,2026-06-13 16:00:00
FERT-018,Sales order,SO-10200,0,19,2026-06-13 16:00:00,2026-06-13 16:00:00
SOIL-045,Sales order,SO-10201,0,6,2026-07-04 10:00:00,2026-07-04 10:00:00
TRAY-088,Sales order,SO-10202,0,20,2026-06-23 12:00:00,2026-06-23 12:00:00
FERT-018,Sales order,SO-10202,0,15,2026-06-23 12:00:00,2026-06-23 12:00:00
SOIL-045,Sales order,SO-10202,0,5,2026-06-23 12:00:00,2026-06-23 12:00:00
POT-210,Sales order,SO-10203,0,10,2026-06-06 08:00:00,2026-06-06 08:00:00
TOOL-007,Sales order,SO-10203,0,20,2026-06-06 08:00:00,2026-06-06 08:00:00
FERT-018,Sales order,SO-10203,0,16,2026-06-06 08:00:00,2026-06-06 08:00:00
HOSE-112,Sales order,SO-10204,0,9,2026-06-08 10:00:00,2026-06-08 10:00:00
HOSE-112,Sales order,SO-10204,0,12,2026-06-08 10:00:00,2026-06-08 10:00:00
FERT-018,Sales order,SO-10205,0,15,2026-05-13 17:00:00,2026-05-13 17:00:00
SEED-331,Sales order,SO-10205,0,23,2026-05-13 17:00:00,2026-05-13 17:00:00
SOIL-045,Sales order,SO-10205,0,14,2026-05-13 17:00:00,2026-05-13 17:00:00
HOSE-112,Sales order,SO-10206,0,13,2026-07-24 15:00:00,2026-07-24 15:00:00
SOIL-045,Sales order,SO-10206,0,15,2026-07-24 15:00:00,2026-07-24 15:00:00
TRAY-088,Sales order,SO-10206,0,19,2026-07-24 15:00:00,2026-07-24 15:00:00
FERT-018,Sales order,SO-10207,0,22,2026-06-19 16:00:00,2026-06-19 16:00:00
SOIL-045,Sales order,SO-10208,0,1,2026-07-23 13:00:00,2026-07-23 13:00:00
SOIL-045,Sales order,SO-10208,0,9,2026-07-23 13:00:00,2026-07-23 13:00:00
PLANT-102,Sales order,SO-10209,0,16,2026-05-27 16:00:00,2026-05-27 16:00:00
SOIL-045,Sales order,SO-10209,0,10,2026-05-27 16:00:00,2026-05-27 16:00:00
TRAY-088,Sales order,SO-10210,0,12,2026-06-21 09:00:00,2026-06-21 09:00:00
SOIL-045,Sales order,SO-10211,0,1,2026-06-28 09:00:00,2026-06-28 09:00:00
TOOL-007,Sales order,SO-10211,0,21,2026-06-28 09:00:00,2026-06-28 09:00:00
SOIL-045,Sales order,SO-10211,0,22,2026-06-28 09:00:00,2026-06-28 09:00:00
FERT-018,Sales order,SO-10212,0,13,2026-08-09 10:00:00,2026-08-09 10:00:00
POT-210,Sales order,SO-10212,0,6,2026-08-09 10:00:00,2026-08-09 10:00:00
FERT-018,Sales order,SO-10213,0,7,2026-07-19 14:00:00,2026-07-19 14:00:00
SEED-331,Sales order,SO-10214,0,22,2026-06-03 09:00:00,2026-06-03 09:00:00
TRAY-088,Sales order,SO-10215,0,20,2026-08-17 15:00:00,2026-08-17 15:00:00
POT-210,Sales order,SO-10215,0,22,2026-08-17 15:00:00,2026-08-17 15:00:00
POT-210,Sales order,SO-10216,0,12,2026-07-28 12:00:00,2026-07-28 12:00:00
POT-210,Sales order,SO-10217,0,18,2026-07-26 10:00:00,2026-07-26 10:00:00
POT-210,Sales order,SO-10217,0,16,2026-07-26 10:00:00,2026-07-26 10:00:00
SEED-331,Sales order,SO-10217,0,5,2026-07-26 10:00:00,2026-07-26 10:00:00
FERT-018,Sales order,SO-10218,0,13,2026-05-22 13:00:00,2026-05-22 13:00:00
POT-210,Sales order,SO-10219,0,3,2026-07-09 16:00:00,2026-07-09 16:00:00
PLANT-102,Sales order,SO-10219,0,8,2026-07-09 16:00:00,2026-07-09 16:00:00
SOIL-045,Sales order,SO-10220,0,19,2026-06-05 08:00:00,2026-06-05 08:00:00
SOIL-045,Sales order,SO-10220,0,9,2026-06-05 08:00:00,2026-06-05 08:00:00
TOOL-007,Sales order,SO-10220,0,18,2026-06-05 08:00:00,2026-06-05 08:00:00
PLANT-102,Sales order,SO-10221,0,15,2026-08-12 08:00:00,2026-08-12 08:00:00
SEED-331,Sales order,SO-10221,0,12,2026-08-12 08:00:00,2026-08-12 08:00:00
HOSE-112,Sales order,SO-10222,0,6,2026-08-17 09:00:00,2026-08-17 09:00:00
POT-210,Sales order,SO-10222,0,7,2026-08-17 09:00:00,2026-08-17 09:00:00
FERT-018,Sales order,SO-10222,0,2,2026-08-17 09:00:00,2026-08-17 09:00:00
SEED-331,Sales order,SO-10223,0,17,2026-07-10 13:00:00,2026-07-10 13:00:00
SOIL-045,Sales order,SO-10223,0,5,2026-07-10 13:00:00,2026-07-10 13:00:00
HOSE-112,Sales order,SO-10224,0,16,2026-08-03 14:00:00,2026-08-03 14:00:00
SEED-331,Sales order,SO-10225,0,23,2026-05-17 17:00:00,2026-05-17 17:00:00
TOOL-007,Sales order,SO-10225,0,15,2026-05-17 17:00:00,2026-05-17 17:00:00
HOSE-112,Sales order,SO-10226,0,7,2026-06-30 13:00:00,2026-06-30 13:00:00
TRAY-088,Sales order,SO-10227,0,11,2026-06-22 11:00:00,2026-06-22 11:00:00
PLANT-102,Sales order,SO-10227,0,2,2026-06-22 11:00:00,2026-06-22 11:00:00
SOIL-045,Sales order,SO-10227,0,21,2026-06-22 11:00:00,2026-06-22 11:00:00
POT-210,Sales order,SO-10228,0,21,2026-08-07 15:00:00,2026-08-07 15:00:00
HOSE-112,Sales order,SO-10229,0,21,2026-06-06 10:00:00,2026-06-06 10:00:00
POT-210,Sales order,SO-10230,0,19,2026-06-07 11:00:00,2026-06-07 11:00:00
POT-210,Sales order,SO-10231,0,16,2026-05-27 16:00:00,2026-05-27 16:00:00
SOIL-045,Sales order,SO-10231,0,8,2026-05-27 16:00:00,2026-05-27 16:00:00
HOSE-112,Sales order,SO-10231,0,3,2026-05-27 16:00:00,2026-05-27 16:00:00
POT-210,Sales order,SO-10232,0,3,2026-07-31 09:00:00,2026-07-31 09:00:00
PLANT-102,Sales order,SO-10232,0,20,2026-07-31 09:00:00,2026-07-31 09:00:00
POT-210,Sales order,SO-10232,0,15,2026-07-31 09:00:00,2026-07-31 09:00:00
SOIL-045,Sales order,SO-10233,0,19,2026-06-12 11:00:00,2026-06-12 11:00:00
SEED-331,Sales order,SO-10234,0,23,2026-07-31 14:00:00,2026-07-31 14:00:00
TRAY-088,Sales order,SO-10235,0,13,2026-05-02 12:00:00,2026-05-02 12:00:00
HOSE-112,Sales order,SO-10236,0,19,2026-05-13 11:00:00,2026-05-13 11:00:00
FERT-018,Sales order,SO-10237,0,2,2026-06-21 13:00:00,2026-06-21 13:00:00
PLANT-102,Sales order,SO-10237,0,13,2026-06-21 13:00:00,2026-06-21 13:00:00
SOIL-045,Sales order,SO-10238,0,10,2026-07-02 12:00:00,2026-07-02 12:00:00
SOIL-045,Sales order,SO-10238,0,17,2026-07-02 12:00:00,2026-07-02 12:00:00
HOSE-112,Sales order,SO-10239,0,24,2026-08-24 11:00:00,2026-08-24 11:00:00
FERT-018,Sales order,SO-10239,0,2,2026-08-24 11:00:00,2026-08-24 11:00:00
PLANT-102,Sales order,SO-10240,0,23,2026-05-30 09:00:00,2026-05-30 09:00:00
SEED-331,Sales order,SO-10241,0,24,2026-05-16 08:00:00,2026-05-16 08:00:00
SOIL-045,Sales order,SO-10241,0,1,2026-05-16 08:00:00,2026-05-16 08:00:00
TOOL-007,Sales order,SO-10241,0,14,2026-05-16 08:00:00,2026-05-16 08:00:00
TRAY-088,Sales order,SO-10242,0,19,2026-06-02 16:00:00,2026-06-02 16:00:00
PLANT-102,Sales order,SO-10243,0,8,2026-05-20 13:00:00,2026-05-20 13:00:00
HOSE-112,Sales order,SO-10244,0,8,2026-05-04 15:00:00,2026-05-04 15:00:00
TOOL-007,Sales order,SO-10244,0,8,2026-05-04 15:00:00,2026-05-04 15:00:00
HOSE-112,Sales order,SO-10244,0,24,2026-05-04 15:00:00,2026-05-04 15:00:00
FERT-018,Sales order,SO-10245,0,17,2026-06-08 12:00:00,2026-06-08 12:00:00
TOOL-007,Sales order,SO-10246,0,7,2026-05-04 14:00:00,2026-05-04 14:00:00
FERT-018,Sales order,SO-10247,0,5,2026-06-05 17:00:00,2026-06-05 17:00:00
HOSE-112,Sales order,SO-10248,0,24,2026-04-29 14:00:00,2026-04-29 14:00:00
SEED-331,Sales order,SO-10248,0,4,2026-04-29 14:00:00,2026-04-29 14:00:00
FERT-018,Sales order,SO-10248,0,17,2026-04-29 14:00:00,2026-04-29 14:00:00
HOSE-112,Sales order,SO-10249,0,23,2026-05-29 14:00:00,2026-05-29 14:00:00
TOOL-007,Sales order,SO-10249,0,15,2026-05-29 14:00:00,2026-05-29 14:00:00
SOIL-045,Sales order,SO-10249,0,19,2026-05-29 14:00:00,2026-05-29 14:00:00
POT-210,Sales order,SO-10250,0,8,2026-05-11 16:00:00,2026-05-11 16:00:00
SEED-331,Sales order,SO-10250,0,9,2026-05-11 16:00:00,2026-05-11 16:00:00
FERT-018,Sales order,SO-10251,0,5,2026-08-15 13:00:00,2026-08-15 13:00:00
SOIL-045,Sales order,SO-10252,0,18,2026-08-06 17:00:00,2026-08-06 17:00:00
TOOL-007,Sales order,SO-10252,0,7,2026-08-06 17:00:00,2026-08-06 17:00:00
PLANT-102,Sales order,SO-10253,0,7,2026-06-25 12:00:00,2026-06-25 12:00:00
TOOL-007,Sales order,SO-10253,0,5,2026-06-25 12:00:00,2026-06-25 12:00:00
SOIL-045,Sales order,SO-10253,0,23,2026-06-25 12:00:00,2026-06-25 12:00:00
HOSE-112,Sales order,SO-10254,0,15,2026-05-30 13:00:00,2026-05-30 13:00:00
PLANT-102,Sales order,SO-10255,0,2,2026-07-09 16:00:00,2026-07-09 16:00:00
SEED-331,Sales order,SO-10256,0,3,2026-08-13 11:00:00,2026-08-13 11:00:00
PLANT-102,Sales order,SO-10256,0,3,2026-08-13 11:00:00,2026-08-13 11:00:00
FERT-018,Sales order,SO-10256,0,21,2026-08-13 11:00:00,2026-08-13 11:00:00
HOSE-112,Sales order,SO-10257,0,24,2026-06-24 10:00:00,2026-06-24 10:00:00
SEED-331,Sales order,SO-10258,0,15,2026-06-18 15:00:00,2026-06-18 15:00:00
POT-210,Sales order,SO-10258,0,2,2026-06-18 15:00:00,2026-06-18 15:00:00
SOIL-045,Sales order,SO-10259,0,9,2026-07-16 17:00:00,2026-07-16 17:00:00
TRAY-088,Sales order,SO-10260,0,12,2026-06-17 10:00:00,2026-06-17 10:00:00
TOOL-007,Sales order,SO-10260,0,13,2026-06-17 10:00:00,2026-06-17 10:00:00
TRAY-088,Sales order,SO-10261,0,17,2026-06-02 10:00:00,2026-06-02 10:00:00
PLANT-102,Sales order,SO-10262,0,8,2026-06-13 17:00:00,2026-06-13 17:00:00
HOSE-112,Sales order,SO-10262,0,12,2026-06-13 17:00:00,2026-06-13 17:00:00
POT-210,Sales order,SO-10262,0,6,2026-06-13 17:00:00,2026-06-13 17:00:00
POT-210,Sales order,SO-10263,0,19,2026-05-29 17:00:00,2026-05-29 17:00:00
FERT-018,Sales order,SO-10263,0,16,2026-05-29 17:00:00,2026-05-29 17:00:00
SEED-331,Sales order,SO-10263,0,6,2026-05-29 17:00:00,2026-05-29 17:00:00
TOOL-007,Sales order,SO-10264,0,20,2026-06-30 08:00:00,2026-06-30 08:00:00
POT-210,Sales order,SO-10265,0,4,2026-05-24 10:00:00,2026-05-24 10:00:00
TOOL-007,Sales order,SO-10265,0,3,2026-05-24 10:00:00,2026-05-24 10:00:00
TOOL-007,Sales order,SO-10265,0,23,2026-05-24 10:00:00,2026-05-24 10:00:00
HOSE-112,Sales order,SO-10266,0,21,2026-07-22 14:00:00,2026-07-22 14:00:00
TRAY-088,Sales order,SO-10266,0,21,2026-07-22 14:00:00,2026-07-22 14:00:00
TOOL-007,Sales order,SO-10266,0,6,2026-07-22 14:00:00,2026-07-22 14:00:00
POT-210,Sales order,SO-10267,0,24,2026-07-28 16:00:00,2026-07-28 16:00:00
SOIL-045,Sales order,SO-10268,0,16,2026-04-29 17:00:00,2026-04-29 17:00:00
POT-210,Sales order,SO-10268,0,11,2026-04-29 17:00:00,2026-04-29 17:00:00
SOIL-045,Sales order,SO-10268,0,8,2026-04-29 17:00:00,2026-04-29 17:00:00
FERT-018,Sales order,SO-10269,0,23,2026-06-12 13:00:00,2026-06-12 13:00:00
HOSE-112,Sales order,SO-10270,0,16,2026-05-07 13:00:00,2026-05-07 13:00:00
TRAY-088,Sales order,SO-10271,0,3,2026-08-19 14:00:00,2026-08-19 14:00:00
POT-210,Sales order,SO-10272,0,13,2026-08-09 08:00:00,2026-08-09 08:00:00
POT-210,Sales order,SO-10272,0,24,2026-08-09 08:00:00,2026-08-09 08:00:00
HOSE-112,Sales order,SO-10273,0,6,2026-05-08 16:00:00,2026-05-08 16:00:00
PLANT-102,Sales order,SO-10273,0,4,2026-05-08 16:00:00,2026-05-08 16:00:00
TOOL-007,Sales order,SO-10273,0,7,2026-05-08 16:00:00,2026-05-08 16:00:00
TRAY-088,Sales order,SO-10274,0,5,2026-05-23 14:00:00,2026-05-23 14:00:00
PLANT-102,Sales order,SO-10274,0,12,2026-05-23 14:00:00,2026-05-23 14:00:00
SEED-331,Sales order,SO-10275,0,3,2026-04-29 14:00:00,2026-04-29 14:00:00
HOSE-112,Sales order,SO-10276,0,6,2026-06-28 09:00:00,2026-06-28 09:00:00
FERT-018,Sales order,SO-10277,0,9,2026-06-15 14:00:00,2026-06-15 14:00:00
PLANT-102,Sales order,SO-10277,0,5,2026-06-15 14:00:00,2026-06-15 14:00:00
PLANT-102,Sales order,SO-10278,0,13,2026-08-03 09:00:00,2026-08-03 09:00:00
HOSE-112,Sales order,SO-10278,0,18,2026-08-03 09:00:00,2026-08-03 09:00:00
TRAY-088,Sales order,SO-10278,0,19,2026-08-03 09:00:00,2026-08-03 09:00:00
POT-210,Sales order,SO-10279,0,4,2026-08-19 11:00:00,2026-08-19 11:00:00
TRAY-088,Sales order,SO-10279,0,6,2026-08-19 11:00:00,2026-08-19 11:00:00
POT-210,Sales order,SO-10279,0,7,2026-08-19 11:00:00,2026-08-19 11:00:00
POT-210,Sales order,SO-10280,0,20,2026-08-10 11:00:00,2026-08-10 11:00:00
TRAY-088,Sales order,SO-10281,0,1,2026-06-01 13:00:00,2026-06-01 13:00:00
HOSE-112,Sales order,SO-10281,0,4,2026-06-01 13:00:00,2026-06-01 13:00:00
HOSE-112,Sales order,SO-10281,0,5,2026-06-01 13:00:00,2026-06-01 13:00:00
SEED-331,Sales order,SO-10282,0,13,2026-05-17 17:00:00,2026-05-17 17:00:00
TRAY-088,Sales order,SO-10282,0,19,2026-05-17 17:00:00,2026-05-17 17:00:00
HOSE-112,Sales order,SO-10283,0,11,2026-07-15 15:00:00,2026-07-15 15:00:00
SEED-331,Sales order,SO-10284,0,10,2026-07-26 11:00:00,2026-07-26 11:00:00
SEED-331,Sales order,SO-10284,0,16,2026-07-26 11:00:00,2026-07-26 11:00:00
HOSE-112,Sales order,SO-10285,0,20,2026-08-16 09:00:00,2026-08-16 09:00:00
SOIL-045,Sales order,SO-10285,0,7,2026-08-16 09:00:00,2026-08-16 09:00:00
SEED-331,Sales order,SO-10286,0,23,2026-06-24 11:00:00,2026-06-24 11:00:00
FERT-018,Sales order,SO-10287,0,2,2026-07-02 14:00:00,2026-07-02 14:00:00
HOSE-112,Sales order,SO-10288,0,21,2026-06-26 08:00:00,2026-06-26 08:00:00
SOIL-045,Sales order,SO-10288,0,22,2026-06-26 08:00:00,2026-06-26 08:00:00
PLANT-102,Sales order,SO-10288,0,8,2026-06-26 08:00:00,2026-06-26 08:00:00
SOIL-045,Sales order,SO-10289,0,10,2026-06-15 15:00:00,2026-06-15 15:00:00
PLANT-102,Sales order,SO-10289,0,13,2026-06-15 15:00:00,2026-06-15 15:00:00
PLANT-102,Sales order,SO-10289,0,6,2026-06-15 15:00:00,2026-06-15 15:00:00
PLANT-102,Sales order,SO-10290,0,22,2026-08-16 17:00:00,2026-08-16 17:00:00
PLANT-102,Sales order,SO-10290,0,16,2026-08-16 17:00:00,2026-08-16 17:00:00
POT-210,Sales order,SO-10290,0,21,2026-08-16 17:00:00,2026-08-16 17:00:00
